Runs,Balls,Toss,Venue,Team1,Team2,Wickets,Date,RPO,form_difference,wrl,Won
197,250,1,Hyderabad,Sri Lanka,India,7,2014-11-09,4.728,-8796724185.17,5.3,0
236,250,0,Hyderabad,Sri Lanka,India,4,2014-11-09,5.664,-8796724185.17,1.02,1
285,250,1,Kolkata,India,Sri Lanka,4,2014-11-13,6.84,100.0,1.15,1
246,250,0,Kolkata,India,Sri Lanka,9,2014-11-13,5.904,100.0,8.69,0
195,250,1,Ranchi,Sri Lanka,India,4,2014-11-16,4.68,-10000000000.0,2.89,0
225,250,0,Ranchi,Sri Lanka,India,5,2014-11-16,5.4,-10000000000.0,1.96,1
312,250,1,Bloemfontein,England,South Africa,4,2016-02-03,7.488,0.0,1.72,1
212,250,1,Port Elizabeth,South Africa,England,5,2016-02-06,5.088,-2998687221.02,1.7,0
207,250,0,Port Elizabeth,South Africa,England,5,2016-02-06,4.968,-2998687221.02,1.66,1
256,250,1,Centurion,England,South Africa,4,2016-02-09,6.144,100.0,1.79,0
268,250,0,Centurion,England,South Africa,2,2016-02-09,6.432,100.0,0.48,1
205,250,0,Johannesburg,England,South Africa,7,2016-02-12,4.92,30.04,4.06,0
211,250,1,Johannesburg,England,South Africa,8,2016-02-12,5.064,30.04,6.02,1
216,250,0,Cape Town,England,South Africa,8,2016-02-14,5.184,-57.86,7.12,0
212,250,1,Cape Town,England,South Africa,5,2016-02-14,5.088,-57.86,2.65,1
170,250,1,Dubai,Afghanistan,United Arab Emirates,3,2014-11-28,4.08,0.0,1.04,0
196,250,0,Dubai,Afghanistan,United Arab Emirates,4,2014-11-28,4.704,0.0,1.45,1
205,250,0,Dubai,Afghanistan,United Arab Emirates,5,2014-11-30,4.92,-2998687221.02,1.7,0
237,250,1,Dubai,Afghanistan,United Arab Emirates,4,2014-11-30,5.688,-2998687221.02,1.61,1
181,250,0,No Info,Scotland,Ireland,8,2015-01-12,4.344,0.0,6.99,0
204,250,1,No Info,Scotland,Ireland,7,2015-01-12,4.896,0.0,3.98,1
166,250,0,No Info,Afghanistan,Ireland,4,2015-01-17,3.984,-2998687221.02,1.86,1
168,250,1,No Info,Afghanistan,Ireland,8,2015-01-17,4.032,-2998687221.02,6.4,0
207,250,0,Dubai,Scotland,Afghanistan,7,2015-01-08,4.968,-2998687221.02,4.65,0
155,250,1,Abu Dhabi,Scotland,Afghanistan,6,2015-01-14,3.72,-5385342380.23,4.15,1
141,250,1,Mirpur,South Africa,Bangladesh,8,2015-07-12,3.384,100.0,6.18,0
231,250,0,Centurion,South Africa,New Zealand,1,2015-08-19,5.544,100.0,0.58,1
236,250,1,Centurion,South Africa,New Zealand,6,2015-08-19,5.664,100.0,2.77,0
179,250,1,Potchefstroom,South Africa,New Zealand,6,2015-08-23,4.296,100.0,4.25,0
189,250,0,Potchefstroom,South Africa,New Zealand,2,2015-08-23,4.536,100.0,0.69,1
225,250,1,Durban,South Africa,New Zealand,4,2015-08-26,5.4,16.47,1.16,1
187,250,0,Durban,South Africa,New Zealand,7,2015-08-26,4.488,16.47,3.98,0
245,250,1,Mirpur,Bangladesh,Pakistan,2,2015-04-17,5.88,100.0,1.04,1
224,250,0,Mirpur,Bangladesh,Pakistan,6,2015-04-17,5.376,100.0,2.9,0
172,250,1,Mirpur,Pakistan,Bangladesh,6,2015-04-19,4.128,-4201963035.85,3.12,0
217,250,1,Mirpur,Pakistan,Bangladesh,5,2015-04-22,5.208,-5385342380.23,1.78,0
200,250,0,No Info,Sri Lanka,Pakistan,4,2015-07-11,4.8,0.0,2.4,0
236,250,1,No Info,Sri Lanka,Pakistan,4,2015-07-11,5.664,0.0,1.6,1
212,250,1,No Info,Pakistan,Sri Lanka,5,2015-07-15,5.088,100.0,1.96,0
261,250,0,No Info,Pakistan,Sri Lanka,7,2015-07-15,6.264,100.0,4.57,1
228,250,1,Colombo,Pakistan,Sri Lanka,3,2015-07-19,5.472,-25.64,0.93,1
189,250,1,Colombo,Sri Lanka,Pakistan,5,2015-07-22,4.536,-105.23,1.7,0
256,250,1,Hambantota,Sri Lanka,Pakistan,4,2015-07-26,6.144,-263.1,1.11,1
285,250,1,Lahore,Pakistan,Zimbabwe,2,2015-05-26,6.84,100.0,0.83,1
257,250,0,Lahore,Pakistan,Zimbabwe,3,2015-05-26,6.168,100.0,1.17,0
197,250,0,Lahore,Zimbabwe,Pakistan,4,2015-05-29,4.728,-6410069025.96,1.72,0
219,250,1,Lahore,Zimbabwe,Pakistan,4,2015-05-29,5.256,-6410069025.96,1.2,1
218,250,1,Lahore,Pakistan,Zimbabwe,6,2015-05-31,5.232,100.0,2.77,0
257,250,1,Mirpur,Bangladesh,India,5,2015-06-18,6.168,0.0,2.21,1
212,250,0,Mirpur,Bangladesh,India,8,2015-06-18,5.088,0.0,6.84,0
184,250,1,Mirpur,India,Bangladesh,7,2015-06-21,4.416,-2998687221.02,4.53,0
237,250,0,Mirpur,India,Bangladesh,3,2015-06-24,5.688,-5385342380.23,1.49,1
221,250,1,Mirpur,India,Bangladesh,8,2015-06-24,5.304,-5385342380.23,6.66,0
174,250,0,No Info,India,Zimbabwe,5,2015-07-10,4.176,100.0,3.71,1
185,250,1,No Info,India,Zimbabwe,6,2015-07-10,4.44,100.0,3.38,0
202,250,0,No Info,India,Zimbabwe,2,2015-07-12,4.848,100.0,0.64,1
162,250,1,No Info,India,Zimbabwe,6,2015-07-12,3.888,100.0,4.32,0
181,250,0,No Info,India,Zimbabwe,4,2015-07-14,4.344,100.0,2.71,1
188,250,1,No Info,India,Zimbabwe,9,2015-07-14,4.512,100.0,8.63,0
207,250,0,No Info,New Zealand,Zimbabwe,3,2015-08-02,4.968,0.0,0.96,0
231,250,1,No Info,New Zealand,Zimbabwe,2,2015-08-02,5.544,0.0,0.58,1
169,250,1,No Info,Zimbabwe,New Zealand,8,2015-08-04,4.056,100.0,7.09,0
226,250,0,No Info,Zimbabwe,New Zealand,0,2015-08-04,5.424,100.0,0.0,1
206,250,0,No Info,New Zealand,Zimbabwe,5,2015-08-07,4.944,20.41,1.83,1
194,250,1,No Info,New Zealand,Zimbabwe,6,2015-08-07,4.656,20.41,3.42,0
225,250,1,Perth,India,Australia,1,2016-01-12,5.4,100.0,0.6,0
263,250,0,Perth,India,Australia,2,2016-01-12,6.312,100.0,1.4,1
246,250,1,Brisbane,India,Australia,2,2016-01-15,5.904,-149.21,0.93,0
247,250,0,Brisbane,India,Australia,3,2016-01-15,5.928,-149.21,0.67,1
217,250,0,No Info,India,Australia,2,2016-01-17,5.208,-5385342380.23,0.84,0
236,250,1,No Info,India,Australia,6,2016-01-17,5.664,-5385342380.23,3.29,1
255,250,1,Canberra,Australia,India,2,2016-01-20,6.12,100.0,0.49,1
294,250,0,Canberra,Australia,India,5,2016-01-20,7.056,100.0,1.83,0
260,250,0,No Info,Australia,India,5,2016-01-23,6.24,100.0,2.07,0
260,250,1,No Info,Australia,India,3,2016-01-23,6.24,100.0,1.05,1
183,250,1,Abu Dhabi,England,Pakistan,8,2015-11-11,4.392,0.0,6.32,0
202,250,0,Abu Dhabi,England,Pakistan,4,2015-11-11,4.848,0.0,2.53,1
239,250,1,Abu Dhabi,England,Pakistan,2,2015-11-13,5.736,-2998687221.02,0.42,1
163,250,0,Abu Dhabi,England,Pakistan,8,2015-11-13,3.912,-2998687221.02,5.99,0
162,250,1,No Info,Pakistan,England,8,2015-11-17,3.888,-25.64,6.08,0
231,250,1,No Info,England,Pakistan,4,2015-11-20,5.544,64.73,1.15,1
204,250,1,Kanpur,South Africa,India,4,2015-10-11,4.896,-1203275814.83,1.14,1
233,250,0,Kanpur,South Africa,India,3,2015-10-11,5.592,-1203275814.83,0.72,0
175,250,1,Indore,India,South Africa,7,2015-10-14,4.2,-2998687221.02,4.57,1
212,250,0,Indore,India,South Africa,8,2015-10-14,5.088,-2998687221.02,6.57,0
216,250,1,Rajkot,South Africa,India,5,2015-10-18,5.184,-25.64,1.86,1
193,250,0,Rajkot,South Africa,India,2,2015-10-18,4.632,-25.64,0.95,0
247,250,1,Chennai,India,South Africa,3,2015-10-22,5.928,-105.23,1.52,1
207,250,0,Chennai,India,South Africa,6,2015-10-22,4.968,-105.23,3.29,0
314,250,1,Mumbai,South Africa,India,2,2015-10-25,7.536,-25.64,0.84,1
223,250,1,Dubai,Hong Kong,United Arab Emirates,3,2015-11-16,5.352,0.0,1.16,1
205,250,0,Dubai,Hong Kong,United Arab Emirates,9,2015-11-16,4.92,0.0,8.75,0
167,250,1,Christchurch,Sri Lanka,New Zealand,8,2015-12-26,4.008,0.0,6.56,0
215,250,1,Nelson,New Zealand,Sri Lanka,6,2015-12-31,5.16,100.0,3.38,0
250,250,0,Nelson,New Zealand,Sri Lanka,2,2015-12-31,6.0,100.0,0.63,1
220,250,0,Mount Maunganui,New Zealand,Sri Lanka,4,2016-01-05,5.28,30.04,1.09,1
225,250,1,Mount Maunganui,New Zealand,Sri Lanka,6,2016-01-05,5.4,30.04,2.7,0
193,250,0,Wellington,New Zealand,Pakistan,7,2016-01-25,4.632,100.0,4.78,1
189,250,1,Wellington,New Zealand,Pakistan,6,2016-01-25,4.536,100.0,3.42,0
244,250,0,Auckland,New Zealand,Australia,6,2016-02-03,5.856,100.0,3.52,1
217,250,1,Wellington,New Zealand,Australia,7,2016-02-06,5.208,100.0,4.36,0
251,250,0,Wellington,New Zealand,Australia,6,2016-02-06,6.024,100.0,4.23,1
229,250,0,Hamilton,New Zealand,Australia,5,2016-02-08,5.496,48.28,1.79,1
186,250,1,Hamilton,New Zealand,Australia,9,2016-02-08,4.464,48.28,8.42,0
265,250,1,Auckland,Pakistan,New Zealand,6,2016-01-31,6.36,-7613344840.79,3.18,0
256,250,0,Auckland,Pakistan,New Zealand,7,2016-01-31,6.144,-7613344840.79,3.98,1
179,250,0,No Info,Pakistan,Zimbabwe,5,2015-10-01,4.296,0.0,3.05,1
188,250,0,No Info,Zimbabwe,Pakistan,3,2015-10-03,4.512,-2998687221.02,1.28,1
193,250,1,No Info,Zimbabwe,Pakistan,7,2015-10-03,4.632,-2998687221.02,4.42,0
161,250,0,No Info,Ireland,Zimbabwe,6,2015-10-09,3.864,-2386655159.21,2.7,0
182,250,1,No Info,Ireland,Zimbabwe,7,2015-10-09,4.368,-2386655159.21,4.53,1
209,250,0,No Info,Ireland,Zimbabwe,4,2015-10-11,5.016,-4898226062.24,2.01,0
214,250,1,No Info,Ireland,Zimbabwe,4,2015-10-11,5.136,-4898226062.24,1.58,1
159,250,0,No Info,Zimbabwe,Ireland,4,2015-10-13,3.816,100.0,2.34,0
158,250,1,No Info,Zimbabwe,Ireland,7,2015-10-13,3.792,100.0,4.36,1
202,250,1,Bulawayo,Afghanistan,Zimbabwe,3,2015-10-18,4.848,-6410069025.96,1.04,1
175,250,0,Bulawayo,Afghanistan,Zimbabwe,6,2015-10-18,4.2,-6410069025.96,3.95,0
135,250,1,Bulawayo,Zimbabwe,Afghanistan,6,2015-10-22,3.24,41.22,4.8,0
174,250,0,Bulawayo,Zimbabwe,Afghanistan,5,2015-10-22,4.176,41.22,1.65,1
202,250,0,Mirpur,Bangladesh,Zimbabwe,4,2015-11-07,4.848,-3102814656.04,2.28,1
194,250,0,Mirpur,Bangladesh,Zimbabwe,6,2015-11-09,4.656,49.58,2.64,1
175,250,1,Mirpur,Bangladesh,Zimbabwe,7,2015-11-09,4.2,49.58,4.06,0
220,250,1,Mirpur,Bangladesh,Zimbabwe,3,2015-11-11,5.28,77.66,0.87,1
212,250,0,Mirpur,Bangladesh,Zimbabwe,8,2015-11-11,5.088,77.66,6.32,0
180,250,1,No Info,Zimbabwe,Afghanistan,3,2015-12-29,4.32,-4201963035.85,0.76,0
206,250,0,No Info,Zimbabwe,Afghanistan,6,2015-12-29,4.944,-4201963035.85,2.9,1
153,250,1,No Info,Zimbabwe,Afghanistan,8,2016-01-02,3.672,-5385342380.23,5.99,1
183,250,1,No Info,Zimbabwe,Afghanistan,5,2016-01-04,4.392,-42.94,1.64,1
148,250,0,No Info,Zimbabwe,Afghanistan,9,2016-01-04,3.552,-42.94,8.37,0
182,250,1,No Info,Zimbabwe,Afghanistan,4,2016-01-06,4.368,36.65,1.24,0
175,250,0,No Info,Zimbabwe,Afghanistan,6,2016-01-06,4.2,36.65,3.92,1
182,250,1,No Info,Zimbabwe,Afghanistan,4,2016-01-06,4.368,-33.31,1.24,0
175,250,0,No Info,Zimbabwe,Afghanistan,6,2016-01-06,4.2,-33.31,3.92,1
